province,district_number,diff,abs_diff,const_total,party_total,const_valid,const_invalid,const_blank,party_valid,party_invalid,party_blank,killernay_diff,const_drive_id,party_drive_id,const_url,party_url
พระนครศรีอยุธยา,1,0,0,106326,106326,97550,3580,5196,97460,4398,4468,0,1g-heXBZ62vHn6dtlnmOdG5g_j8DWoocq,1f7eDWql5gsParZuympoZr17YA7QhgCSo,https://drive.google.com/file/d/1g-heXBZ62vHn6dtlnmOdG5g_j8DWoocq/view,https://drive.google.com/file/d/1f7eDWql5gsParZuympoZr17YA7QhgCSo/view
พระนครศรีอยุธยา,2,0,0,102658,102658,94398,3577,4683,92649,5739,4270,0,1ncR14QIzbVMNt60EeahJGq8Mg2ZcYuUt,1tAp-pdO7qPXl2nAdRVNaN9_50BILFP9P,https://drive.google.com/file/d/1ncR14QIzbVMNt60EeahJGq8Mg2ZcYuUt/view,https://drive.google.com/file/d/1tAp-pdO7qPXl2nAdRVNaN9_50BILFP9P/view
พระนครศรีอยุธยา,3,0,0,107866,107866,100331,3677,3858,99534,4733,3599,0,10DJiJ2q4G653aZeCLPNLETqvHf8CnBJN,1V-XnmcMivTVa_cz7dBsKT-tHSBJhKBT2,https://drive.google.com/file/d/10DJiJ2q4G653aZeCLPNLETqvHf8CnBJN/view,https://drive.google.com/file/d/1V-XnmcMivTVa_cz7dBsKT-tHSBJhKBT2/view
พระนครศรีอยุธยา,4,0,0,114346,114346,106913,3109,4324,106381,4351,3614,0,1Asn2Bwx08v7gu4umTaJ-KNMoI-7flfQp,1dYzpyyrI_eYI8SzhGQWj6jG7qjgErhkI,https://drive.google.com/file/d/1Asn2Bwx08v7gu4umTaJ-KNMoI-7flfQp/view,https://drive.google.com/file/d/1dYzpyyrI_eYI8SzhGQWj6jG7qjgErhkI/view
พะเยา,2,0,0,96038,96038,88518,4097,3423,89511,4411,2116,0,1D6ShAbWtF_FtSPIL3I1nt1v_DpbM9YN_,14D8etkVgyX8Bhq5txst88XbEPhPRbh24,https://drive.google.com/file/d/1D6ShAbWtF_FtSPIL3I1nt1v_DpbM9YN_/view,https://drive.google.com/file/d/14D8etkVgyX8Bhq5txst88XbEPhPRbh24/view
พะเยา,3,0,0,97854,97854,89651,4715,3488,90428,5204,2222,0,1qCNZEBTb4p_Yh0Ojce0Dk3W6Ann8kHWe,1bBUqYujIkeOCohFUEpidggQ4eqRQWFd8,https://drive.google.com/file/d/1qCNZEBTb4p_Yh0Ojce0Dk3W6Ann8kHWe/view,https://drive.google.com/file/d/1bBUqYujIkeOCohFUEpidggQ4eqRQWFd8/view
พัทลุง,1,0,0,113867,113867,108788,2001,3078,108460,3275,2132,0,152cxaHEMIHm7VekAgd48mawpTIIsnCT-,1N1tNKFSz2FXmBY5lM3rkr0-LwXiqQIZO,https://drive.google.com/file/d/152cxaHEMIHm7VekAgd48mawpTIIsnCT-/view,https://drive.google.com/file/d/1N1tNKFSz2FXmBY5lM3rkr0-LwXiqQIZO/view
พิษณุโลก,1,0,0,99468,99468,89782,3147,6539,90992,3460,5016,0,1YV5qWGmUmSTyxVjPButFyAVEVML69LqP,1NQGDd-X4FTCEtScgN-bVgkz7vlqN931C,https://drive.google.com/file/d/1YV5qWGmUmSTyxVjPButFyAVEVML69LqP/view,https://drive.google.com/file/d/1NQGDd-X4FTCEtScgN-bVgkz7vlqN931C/view
พิษณุโลก,2,0,0,101319,101319,88246,5057,8016,90654,5176,5489,0,1t5nHdrhrqFuA8YVPl2VKPCly0lujhDC3,1dq5kMpx5M7OJ8yM12rdqdvX7gz7Q6B8h,https://drive.google.com/file/d/1t5nHdrhrqFuA8YVPl2VKPCly0lujhDC3/view,https://drive.google.com/file/d/1dq5kMpx5M7OJ8yM12rdqdvX7gz7Q6B8h/view
พิษณุโลก,3,0,0,94938,94938,87798,4233,2907,85820,6469,2649,0,1WKcXn4SRZTLWxvlNXDfzOV_6uSe4xHzo,1lFcqb8WjMdR33lNWgFI2fxcYE2LoEBjl,https://drive.google.com/file/d/1WKcXn4SRZTLWxvlNXDfzOV_6uSe4xHzo/view,https://drive.google.com/file/d/1lFcqb8WjMdR33lNWgFI2fxcYE2LoEBjl/view
พิษณุโลก,4,0,0,94492,94492,88736,3345,2411,86559,5614,2319,0,1FDUKH2xDWOJ4_dSWBM25fuHBhhEsZ4S1,1aekbX_zkKWSWXLNHIYHsABSumSmdk-3Q,https://drive.google.com/file/d/1FDUKH2xDWOJ4_dSWBM25fuHBhhEsZ4S1/view,https://drive.google.com/file/d/1aekbX_zkKWSWXLNHIYHsABSumSmdk-3Q/view
พิษณุโลก,5,0,0,94537,94537,87172,4367,2998,85739,5713,3085,0,1xFyUwnwUO_RILEHVsOO4PRMXJQGyFe1X,1o00KpuAxsp7CLNKfdoLQme6NY8qzLxIP,https://drive.google.com/file/d/1xFyUwnwUO_RILEHVsOO4PRMXJQGyFe1X/view,https://drive.google.com/file/d/1o00KpuAxsp7CLNKfdoLQme6NY8qzLxIP/view
ภูเก็ต,2,0,0,71865,71865,63459,3012,5394,67306,1883,2676,0,10ONZcTBESOqqPprX-_FoAfK-FUbemxpl,1hR_1GQtkaJZW-hxVM5JuIYZBaB8EquuJ,https://drive.google.com/file/d/10ONZcTBESOqqPprX-_FoAfK-FUbemxpl/view,https://drive.google.com/file/d/1hR_1GQtkaJZW-hxVM5JuIYZBaB8EquuJ/view
ภูเก็ต,3,0,0,82182,82182,75128,2121,4933,76649,2319,3214,0,1Wgi8BKGw8Hm1AT5KnLWd_4LN7papwaB4,1TA85kvNa7hM98j-7mDTEj9NcoCQTFaxF,https://drive.google.com/file/d/1Wgi8BKGw8Hm1AT5KnLWd_4LN7papwaB4/view,https://drive.google.com/file/d/1TA85kvNa7hM98j-7mDTEj9NcoCQTFaxF/view
มหาสารคาม,2,0,0,82745,82745,78715,2177,1853,77478,3814,1453,0,1IzBtSsI-hIBOkAIVWZm3Vf-7PMWed3EY,1AiiMtfBB4NfGeLTaTMOpIGBwBbD4KGKf,https://drive.google.com/file/d/1IzBtSsI-hIBOkAIVWZm3Vf-7PMWed3EY/view,https://drive.google.com/file/d/1AiiMtfBB4NfGeLTaTMOpIGBwBbD4KGKf/view
มหาสารคาม,6,0,0,91663,91663,87058,2465,2140,85988,4068,1607,0,1DZEzbzWTvLsDMIzE21a7WqmLM1jsZ7lI,1kxoESaaABDMAr6Y7TdVhSbfCUA2zUWlr,https://drive.google.com/file/d/1DZEzbzWTvLsDMIzE21a7WqmLM1jsZ7lI/view,https://drive.google.com/file/d/1kxoESaaABDMAr6Y7TdVhSbfCUA2zUWlr/view
มุกดาหาร,1,0,0,104804,104804,98985,3140,2679,97368,5024,2412,0,17oXsEBd3sEknl5jjb2nUWcBHOfK5ExeO,1qwk8AOFgVy-IFk7qhnCM_alcoyyEypOr,https://drive.google.com/file/d/17oXsEBd3sEknl5jjb2nUWcBHOfK5ExeO/view,https://drive.google.com/file/d/1qwk8AOFgVy-IFk7qhnCM_alcoyyEypOr/view
ยะลา,1,0,0,98981,98981,90522,3077,5382,91456,4121,3404,0,1oyunMIrx_Ou1sQOsVjlJ4T1I94qlrKVf,1WRAvl9xZNbPjI9eJo_4uwrLMbnwWjUXs,https://drive.google.com/file/d/1oyunMIrx_Ou1sQOsVjlJ4T1I94qlrKVf/view,https://drive.google.com/file/d/1WRAvl9xZNbPjI9eJo_4uwrLMbnwWjUXs/view
ยะลา,2,0,0,96577,96577,87642,5217,3718,88810,5681,2086,0,1SDuAZiMZIuPM9ZgUQg4IzIo69wu6PBzR,1j4ViMZ15Bzpu3SiRmGsNYQR1kKTd3TCP,https://drive.google.com/file/d/1SDuAZiMZIuPM9ZgUQg4IzIo69wu6PBzR/view,https://drive.google.com/file/d/1j4ViMZ15Bzpu3SiRmGsNYQR1kKTd3TCP/view
ยะลา,3,0,0,95519,95519,86878,4180,4461,87935,4803,2781,0,1tZfDrd_zH2ozDUEzgq355DdO8W5YVJ0t,15gECNTJEecDYLAmtSXSGqojekHOmqToF,https://drive.google.com/file/d/1tZfDrd_zH2ozDUEzgq355DdO8W5YVJ0t/view,https://drive.google.com/file/d/15gECNTJEecDYLAmtSXSGqojekHOmqToF/view
ยโสธร,2,0,0,94115,94115,90902,1961,1252,89211,3614,1290,0,1XqAXsUDh6siM31Q8_dVssYRfQo4NKHWS,1_3dCeVrcsmSIH9JdzPl6MVV-H5k3cMJo,https://drive.google.com/file/d/1XqAXsUDh6siM31Q8_dVssYRfQo4NKHWS/view,https://drive.google.com/file/d/1_3dCeVrcsmSIH9JdzPl6MVV-H5k3cMJo/view
ระนอง,1,0,0,96299,96299,83719,4782,7798,89474,3703,3122,0,1Js0d-h4AOQ30m8MtUn2o6v_Ksp_kdVWf,1xXzor-H72rpw5DDzUR-iS-A_Tw8dQGa6,https://drive.google.com/file/d/1Js0d-h4AOQ30m8MtUn2o6v_Ksp_kdVWf/view,https://drive.google.com/file/d/1xXzor-H72rpw5DDzUR-iS-A_Tw8dQGa6/view
ระยอง,2,0,0,77741,77741,68551,3662,5528,72857,2183,2701,0,1FoMMf18LQ0PfTNp5dVrKu2DpDNp8s1gT,1Wqjc8NN9EKQeiw45zdZFJY6rdeUUx1uZ,https://drive.google.com/file/d/1FoMMf18LQ0PfTNp5dVrKu2DpDNp8s1gT/view,https://drive.google.com/file/d/1Wqjc8NN9EKQeiw45zdZFJY6rdeUUx1uZ/view
ระยอง,3,0,0,85323,85323,76463,3562,5298,77652,3657,4014,0,1eaSgfvLvOtTEe6EOEgTjlCmQ4uqoRRcF,1AUJAiokEQ6IgZzlxqndzwkIRfI8_I-nu,https://drive.google.com/file/d/1eaSgfvLvOtTEe6EOEgTjlCmQ4uqoRRcF/view,https://drive.google.com/file/d/1AUJAiokEQ6IgZzlxqndzwkIRfI8_I-nu/view
ระยอง,4,0,0,94724,94724,87526,3425,3773,88462,3406,2856,0,19iB389xxphVBcRnxmC7kodflHLt95a7Y,11bOQwczbe1x2Mx-Bb_3RsWOYrR7O1t8D,https://drive.google.com/file/d/19iB389xxphVBcRnxmC7kodflHLt95a7Y/view,https://drive.google.com/file/d/11bOQwczbe1x2Mx-Bb_3RsWOYrR7O1t8D/view
ราชบุรี,1,0,0,106701,106701,97874,3438,5389,96579,4836,5286,0,1mV5J7Fx33Lo8JuQvFzflLbJdhPK-2-Bw,1xKXSufL7jVQ5q7AEDLi94ihf9uSVhN9r,https://drive.google.com/file/d/1mV5J7Fx33Lo8JuQvFzflLbJdhPK-2-Bw/view,https://drive.google.com/file/d/1xKXSufL7jVQ5q7AEDLi94ihf9uSVhN9r/view
ราชบุรี,4,0,0,112928,112928,107579,2805,2544,102853,5818,4257,0,1DtCvEB76l9hvEVVfNJms6UrhCTwE5bp6,13Qt2g2m3-VCpoPwhOkmVZVh1hF-Auxm-,https://drive.google.com/file/d/1DtCvEB76l9hvEVVfNJms6UrhCTwE5bp6/view,https://drive.google.com/file/d/13Qt2g2m3-VCpoPwhOkmVZVh1hF-Auxm-/view
ราชบุรี,5,0,0,114688,114688,108560,3139,2989,104714,6231,3743,0,1MwAPlXri0TsCpir7DNYc1Xlb7_0R21XS,1RgZmCVFhGdkplIE-4bCAzbWu1mYlmbX7,https://drive.google.com/file/d/1MwAPlXri0TsCpir7DNYc1Xlb7_0R21XS/view,https://drive.google.com/file/d/1RgZmCVFhGdkplIE-4bCAzbWu1mYlmbX7/view
ร้อยเอ็ด,2,0,0,91762,91762,86974,2981,1807,86127,4016,1619,0,1ssrezAuqQmCrZhZkBVBWwxnMghEYiLh2,1wbAk1A0kZw9NtwaUWx0YFquRiUtqgcuB,https://drive.google.com/file/d/1ssrezAuqQmCrZhZkBVBWwxnMghEYiLh2/view,https://drive.google.com/file/d/1wbAk1A0kZw9NtwaUWx0YFquRiUtqgcuB/view
ร้อยเอ็ด,5,0,0,79956,79956,72043,4678,3235,74715,3208,2033,0,1bgwrlMmwdOwetxmeCkyHddXuDaqCGFdo,17DkcP96-3RzwHglzeW5jkwC8fIkt6CG1,https://drive.google.com/file/d/1bgwrlMmwdOwetxmeCkyHddXuDaqCGFdo/view,https://drive.google.com/file/d/17DkcP96-3RzwHglzeW5jkwC8fIkt6CG1/view
ลพบุรี,1,0,0,110263,110263,100109,3831,6323,98815,6429,5019,0,13TprIwJLBZxlSAznHiSD-MyfMckZgaea,1IguguUn1GilXTMjjoLrWMOU3JtmDwLjI,https://drive.google.com/file/d/13TprIwJLBZxlSAznHiSD-MyfMckZgaea/view,https://drive.google.com/file/d/1IguguUn1GilXTMjjoLrWMOU3JtmDwLjI/view
ลพบุรี,2,0,0,118851,118851,110045,4127,4679,107859,6589,4403,0,1pmZCFtmXTURK0fVrqhalUIOQbt2AUz0I,1ruW-cM8Fp3I6HkHN6HRpb11GnVwbWhT4,https://drive.google.com/file/d/1pmZCFtmXTURK0fVrqhalUIOQbt2AUz0I/view,https://drive.google.com/file/d/1ruW-cM8Fp3I6HkHN6HRpb11GnVwbWhT4/view
ลำปาง,2,0,0,111667,111667,98377,7842,5448,100997,6936,3734,0,1Fvf2rAGEc8E9R4hBlccJIzPBkUj0WzDY,1CKksNUTQqH-fkZoA0l6oq3Qebx6kxEuB,https://drive.google.com/file/d/1Fvf2rAGEc8E9R4hBlccJIzPBkUj0WzDY/view,https://drive.google.com/file/d/1CKksNUTQqH-fkZoA0l6oq3Qebx6kxEuB/view
ลำปาง,3,0,0,112970,112970,100661,4528,7781,101555,5993,5422,0,1RwvHJYKSPOMWMxuHoBRqWRjDtrAot2Cu,1X9BuodSZm3oprifJQ2TyzOKfK38ho9KQ,https://drive.google.com/file/d/1RwvHJYKSPOMWMxuHoBRqWRjDtrAot2Cu/view,https://drive.google.com/file/d/1X9BuodSZm3oprifJQ2TyzOKfK38ho9KQ/view
ลำปาง,4,0,0,115740,115740,104442,6630,4668,105524,6688,3528,0,1bZ4VxL1TcM4q0d1RA4b83SWJIykgc6UL,1wvsQGsHXiYmOEXCmkB7eNqACyTB5Ki95,https://drive.google.com/file/d/1bZ4VxL1TcM4q0d1RA4b83SWJIykgc6UL/view,https://drive.google.com/file/d/1wvsQGsHXiYmOEXCmkB7eNqACyTB5Ki95/view
ลำพูน,2,0,0,131679,131679,116879,7568,7232,118060,8173,5446,0,19CqwmO-Pj2HbpLQ4PeAp_SOPQlz4U1SI,1wcQfVVWz_cEOL5rScZkf7AK9dMfNvROA,https://drive.google.com/file/d/19CqwmO-Pj2HbpLQ4PeAp_SOPQlz4U1SI/view,https://drive.google.com/file/d/1wcQfVVWz_cEOL5rScZkf7AK9dMfNvROA/view
ศรีสะเกษ,3,0,0,82061,82061,76586,3190,2285,75333,4816,1912,0,1U8LtWfzf8ge0dSY6nBnjTbUSTlrPPUvI,1ch2-FGgNwVKVGGD3sCZ-8xWCalMRy63B,https://drive.google.com/file/d/1U8LtWfzf8ge0dSY6nBnjTbUSTlrPPUvI/view,https://drive.google.com/file/d/1ch2-FGgNwVKVGGD3sCZ-8xWCalMRy63B/view
ศรีสะเกษ,7,0,0,84203,84203,78631,4351,1221,78925,4270,1008,0,1p1w9kQQcHjF4AQWBdZzw2T628QY441YB,1PkRzlAfP6aPnAHn7mSqFLoZPwtF7RSTi,https://drive.google.com/file/d/1p1w9kQQcHjF4AQWBdZzw2T628QY441YB/view,https://drive.google.com/file/d/1PkRzlAfP6aPnAHn7mSqFLoZPwtF7RSTi/view
ศรีสะเกษ,8,0,0,89354,89354,84175,3106,2073,83511,4162,1681,0,11I7ad9ph4lA9TiRSEPT4VJBmMg5fAH7R,1J3HAj8DMrS1sWl1u3QYVZG26Xt3l5RJP,https://drive.google.com/file/d/11I7ad9ph4lA9TiRSEPT4VJBmMg5fAH7R/view,https://drive.google.com/file/d/1J3HAj8DMrS1sWl1u3QYVZG26Xt3l5RJP/view
ศรีสะเกษ,9,0,0,93002,93002,88566,2757,1679,87485,3885,1632,0,1W0GZEKBUXl3n1JhGtBqi_1V3xg2o_n-p,17CgwBdZF7riWFrYXvVwgVVvnUAmZDN-Z,https://drive.google.com/file/d/1W0GZEKBUXl3n1JhGtBqi_1V3xg2o_n-p/view,https://drive.google.com/file/d/17CgwBdZF7riWFrYXvVwgVVvnUAmZDN-Z/view
สกลนคร,2,0,0,88996,88996,83880,3317,1799,83303,3902,1791,,127TllTdQoVVUB-tM5pwYwAyb1evUW4DP,1aoAJGJPeRPpc3Hzy6DDUxUlCsBygoGSC,https://drive.google.com/file/d/127TllTdQoVVUB-tM5pwYwAyb1evUW4DP/view,https://drive.google.com/file/d/1aoAJGJPeRPpc3Hzy6DDUxUlCsBygoGSC/view
สกลนคร,3,0,0,86140,86140,78470,4110,3560,79788,3591,2761,0,1BxBQNF4ysfQ92XmfNTl-U9-Z9_zee3kW,1r_sfOWTZ-fIG8C4QUDtAqxkROPv1tKDC,https://drive.google.com/file/d/1BxBQNF4ysfQ92XmfNTl-U9-Z9_zee3kW/view,https://drive.google.com/file/d/1r_sfOWTZ-fIG8C4QUDtAqxkROPv1tKDC/view
สกลนคร,5,0,0,83538,83538,79654,2233,1651,78298,3643,1597,0,1j4XSRyRGatg6L-Pkd2R1DWZXZBN8llBg,1cN_YdgzPVw54gvhUZBr_tggA1QUPecQj,https://drive.google.com/file/d/1j4XSRyRGatg6L-Pkd2R1DWZXZBN8llBg/view,https://drive.google.com/file/d/1cN_YdgzPVw54gvhUZBr_tggA1QUPecQj/view
สกลนคร,7,0,0,76157,76157,71830,2799,1528,71983,3623,551,0,14fWn_R2iCBzQSy8EvKwZaGlCnvGN69KN,16FI3vc3qiiaIxNaXN3WLn8c3a6alE-rQ,https://drive.google.com/file/d/14fWn_R2iCBzQSy8EvKwZaGlCnvGN69KN/view,https://drive.google.com/file/d/16FI3vc3qiiaIxNaXN3WLn8c3a6alE-rQ/view
สงขลา,3,0,0,105979,105979,93176,3395,9408,99690,2783,3506,0,1INa9wcG-FG02Nn0umZvqBTcQmC4F4NDv,1vApSJh8D9Nkd1R0dTHk0NSm1XkrqAMH6,https://drive.google.com/file/d/1INa9wcG-FG02Nn0umZvqBTcQmC4F4NDv/view,https://drive.google.com/file/d/1vApSJh8D9Nkd1R0dTHk0NSm1XkrqAMH6/view
สงขลา,4,0,0,101440,101440,95854,2640,2946,95827,3935,1678,0,1rlIHiwTFuEQpOxTrrpouRd6RTqetFxQZ,1E0O4j3G10-4XAREzQE2ll_XR9qgX6Nq1,https://drive.google.com/file/d/1rlIHiwTFuEQpOxTrrpouRd6RTqetFxQZ/view,https://drive.google.com/file/d/1E0O4j3G10-4XAREzQE2ll_XR9qgX6Nq1/view
สงขลา,6,0,0,93834,93834,88960,2352,2522,88842,3164,1828,0,1tUmMiPqijb00ChBZJS2ZJboGoaxRCGhV,1bhYPUjmTAW9FOXpuRGM-7pRafktXVd3W,https://drive.google.com/file/d/1tUmMiPqijb00ChBZJS2ZJboGoaxRCGhV/view,https://drive.google.com/file/d/1bhYPUjmTAW9FOXpuRGM-7pRafktXVd3W/view
สงขลา,7,0,0,98801,98801,93120,2797,2884,93037,4053,1711,0,1OpcoVUXV-HxStBxARnZg7q34LPC7TO-5,1VwDujKn5dmKLrF7WKOgrKmkX2cWGdLaz,https://drive.google.com/file/d/1OpcoVUXV-HxStBxARnZg7q34LPC7TO-5/view,https://drive.google.com/file/d/1VwDujKn5dmKLrF7WKOgrKmkX2cWGdLaz/view
สงขลา,8,0,0,99959,99959,94569,2563,2827,94208,4014,1737,0,18jLR5BMP1mFhu1_gmfkmrrJ1kbd53_1B,1XQuwNcAQPUNBPcvAlUpH2HdCy4PBTdVl,https://drive.google.com/file/d/18jLR5BMP1mFhu1_gmfkmrrJ1kbd53_1B/view,https://drive.google.com/file/d/1XQuwNcAQPUNBPcvAlUpH2HdCy4PBTdVl/view
สงขลา,9,0,0,110450,110450,100486,3170,6794,104388,3119,2943,0,1sfr874SIv5LxR24N087UeyPpXg6QAG6M,1Cx6Sd6ZZYljmJngeyFRaiUECOUFw5n9t,https://drive.google.com/file/d/1sfr874SIv5LxR24N087UeyPpXg6QAG6M/view,https://drive.google.com/file/d/1Cx6Sd6ZZYljmJngeyFRaiUECOUFw5n9t/view
สตูล,2,0,0,99320,99320,90555,3158,5607,92747,3464,3109,0,1m5-8PO7hr2nRyioJuyXxEi1ub2OWa_AQ,1C8Pi5_EoX5VwrgKwN2KsDNxAgu5rmfFB,https://drive.google.com/file/d/1m5-8PO7hr2nRyioJuyXxEi1ub2OWa_AQ/view,https://drive.google.com/file/d/1C8Pi5_EoX5VwrgKwN2KsDNxAgu5rmfFB/view
สมุทรปราการ,2,0,0,96319,96319,89135,2529,4655,89972,3075,3272,0,1dulP7mHU8b61ehkXxbpk-88z5-VJoBAY,16BnzltVFuC4GFNIlo_yUJq4p-zwRFFXA,https://drive.google.com/file/d/1dulP7mHU8b61ehkXxbpk-88z5-VJoBAY/view,https://drive.google.com/file/d/16BnzltVFuC4GFNIlo_yUJq4p-zwRFFXA/view
สมุทรปราการ,3,0,0,96436,96436,88488,2383,5565,90899,2252,3285,0,1GwNRtCZwEXA906c5nbMbRfzvdUiNgHg3,1ECIFIYwYL68ZbloSDjV-SwtLmYY18PEg,https://drive.google.com/file/d/1GwNRtCZwEXA906c5nbMbRfzvdUiNgHg3/view,https://drive.google.com/file/d/1ECIFIYwYL68ZbloSDjV-SwtLmYY18PEg/view
สมุทรปราการ,4,0,0,100463,100463,92620,1776,6067,95537,1705,3221,0,163vUrbLbBeG5Mqw8VJLMAR5GiW4tyvbG,1jNUBveZJQy_YulqGCYEKylCnEOrnVazl,https://drive.google.com/file/d/163vUrbLbBeG5Mqw8VJLMAR5GiW4tyvbG/view,https://drive.google.com/file/d/1jNUBveZJQy_YulqGCYEKylCnEOrnVazl/view
สมุทรปราการ,5,0,0,111240,111240,100245,2869,8126,104952,2210,4078,0,12UJb03o7ClLfLeDxObNKVuLTmLuwjvXv,1Hi_TDRXNlIw444ud4503aeWuG1BqiZMI,https://drive.google.com/file/d/12UJb03o7ClLfLeDxObNKVuLTmLuwjvXv/view,https://drive.google.com/file/d/1Hi_TDRXNlIw444ud4503aeWuG1BqiZMI/view
สมุทรปราการ,6,0,0,91647,91647,84514,2714,4419,85109,3421,3117,0,1hW_5H73egzyestd01PxbmScMm6VVX3xv,1ftkIZGwFO8Rx6rNW1GKQvy0CN4QRjXPt,https://drive.google.com/file/d/1hW_5H73egzyestd01PxbmScMm6VVX3xv/view,https://drive.google.com/file/d/1ftkIZGwFO8Rx6rNW1GKQvy0CN4QRjXPt/view
สมุทรปราการ,7,0,0,105577,105577,97691,2752,5134,98264,3291,4022,0,1LY1z90KeXVtulZIaWuhs23JiYcDdbL6D,1CjzSVpQw87BZXTL3GRNoXOx7PF4i2kGM,https://drive.google.com/file/d/1LY1z90KeXVtulZIaWuhs23JiYcDdbL6D/view,https://drive.google.com/file/d/1CjzSVpQw87BZXTL3GRNoXOx7PF4i2kGM/view
สมุทรสงคราม,1,0,0,113409,113409,101938,4534,6937,103219,5056,5134,0,1UBbkVeBZm8EILgnGZWn0LZnAAVBPCmZw,1SMTt7IbaX3s0JUXG3TAVoBpzB2rN8VK3,https://drive.google.com/file/d/1UBbkVeBZm8EILgnGZWn0LZnAAVBPCmZw/view,https://drive.google.com/file/d/1SMTt7IbaX3s0JUXG3TAVoBpzB2rN8VK3/view
สมุทรสาคร,1,0,0,88046,88046,80970,2423,4653,82271,2565,3210,0,1ECGupZuePvbuNOGm11IZHON82Ddov7L5,1PVkWnN6QvegcenpdXQGByqcGHKcq1aNT,https://drive.google.com/file/d/1ECGupZuePvbuNOGm11IZHON82Ddov7L5/view,https://drive.google.com/file/d/1PVkWnN6QvegcenpdXQGByqcGHKcq1aNT/view
สมุทรสาคร,2,0,0,85606,85606,78050,3179,4377,79368,3130,3108,0,1BEenNoSVYMbIMM3T3MLHJEmzgMUgq_3i,1nR5i7rXve5ehGRbKboHMDoawzVWxFc79,https://drive.google.com/file/d/1BEenNoSVYMbIMM3T3MLHJEmzgMUgq_3i/view,https://drive.google.com/file/d/1nR5i7rXve5ehGRbKboHMDoawzVWxFc79/view
สมุทรสาคร,4,0,0,84850,84850,78327,2625,3898,77338,4189,3323,0,1UAcq9cPe0JiXj2SHDvRwfs5FdE9DY5ip,1lxJbNf5MzTE82s2LPdkRdWOHc7u4zw7f,https://drive.google.com/file/d/1UAcq9cPe0JiXj2SHDvRwfs5FdE9DY5ip/view,https://drive.google.com/file/d/1lxJbNf5MzTE82s2LPdkRdWOHc7u4zw7f/view
สระบุรี,2,0,0,107815,107815,99146,4613,4056,97624,6242,3949,0,1Vy5polRSsWCx8jYyeREMHgvfx_Cwt3sa,1VIgtocjrx0wGiY_nD76OlWgMjQzrl1b_,https://drive.google.com/file/d/1Vy5polRSsWCx8jYyeREMHgvfx_Cwt3sa/view,https://drive.google.com/file/d/1VIgtocjrx0wGiY_nD76OlWgMjQzrl1b_/view
สระบุรี,3,0,0,99297,99297,91451,3593,4253,89827,5123,4347,0,1QapmNRw8w4bzfrQ_CB4qkKT7FCNGc7rr,1O6IjRqDbn_cpQVJTMGd2x3hFGCweAJAp,https://drive.google.com/file/d/1QapmNRw8w4bzfrQ_CB4qkKT7FCNGc7rr/view,https://drive.google.com/file/d/1O6IjRqDbn_cpQVJTMGd2x3hFGCweAJAp/view
สระบุรี,4,0,0,100197,100197,90067,4340,5790,89044,5645,5508,0,1JcfVoWQLajenBCfG04w-Kn-8FLRrn2Cf,1sR0tjhPniu_o1qeTd5O0WnX_xfh4GKom,https://drive.google.com/file/d/1JcfVoWQLajenBCfG04w-Kn-8FLRrn2Cf/view,https://drive.google.com/file/d/1sR0tjhPniu_o1qeTd5O0WnX_xfh4GKom/view
สระแก้ว,2,0,0,97464,97464,89351,3874,4239,89341,4936,3187,0,1DZZkTEb26rucS_HBRHdNjq9JCbQoEEix,1gJKenNJhzewXOry1h5amhbMLTsnKIoP8,https://drive.google.com/file/d/1DZZkTEb26rucS_HBRHdNjq9JCbQoEEix/view,https://drive.google.com/file/d/1gJKenNJhzewXOry1h5amhbMLTsnKIoP8/view
สิงห์บุรี,1,0,0,127309,127309,114708,5450,7151,114741,7036,5532,0,1fLgHLnOMrSOeZrmHzQUJCHqJSdt00WUD,1x8PdCEmo77CSKVC8sjjb2XikFA_-obri,https://drive.google.com/file/d/1fLgHLnOMrSOeZrmHzQUJCHqJSdt00WUD/view,https://drive.google.com/file/d/1x8PdCEmo77CSKVC8sjjb2XikFA_-obri/view
สุพรรณบุรี,1,0,0,102476,102476,94634,3079,4763,93897,4799,3780,0,1tf02IsGQOGqhIoRVbr-9y26ojk3_4O9o,1So2BtyP9MO0Sy9ptN4ZLF9yefE3TOqcD,https://drive.google.com/file/d/1tf02IsGQOGqhIoRVbr-9y26ojk3_4O9o/view,https://drive.google.com/file/d/1So2BtyP9MO0Sy9ptN4ZLF9yefE3TOqcD/view
สุพรรณบุรี,2,0,0,91578,91578,84520,3540,3518,84219,4304,3055,0,15FchFUHH67WHtDomdxYVRWA6iRYZKMma,1Jd9h8VrX5IcUG21YkZQXnILls1CKFqsL,https://drive.google.com/file/d/15FchFUHH67WHtDomdxYVRWA6iRYZKMma/view,https://drive.google.com/file/d/1Jd9h8VrX5IcUG21YkZQXnILls1CKFqsL/view
สุพรรณบุรี,3,0,0,106772,106772,101452,3416,1904,97354,6610,2808,0,1mTEH4GKPpQmvEbEfuYu6NKMmNuTvI9ZO,1TBXyp3mgd9GenydgQfUkOvKCwd_AHtI0,https://drive.google.com/file/d/1mTEH4GKPpQmvEbEfuYu6NKMmNuTvI9ZO/view,https://drive.google.com/file/d/1TBXyp3mgd9GenydgQfUkOvKCwd_AHtI0/view
