province,district_number,diff,abs_diff,const_total,party_total,const_valid,const_invalid,const_blank,party_valid,party_invalid,party_blank,killernay_diff,const_drive_id,party_drive_id,const_url,party_url
หนองคาย,1,1,1,95511,95510,88967,3879,2665,88417,4753,2340,1,1wHWZJl0oCsp8mAR2oF_O1xDYY--m8WAt,1dCqfZ6ix_uBso92V_6HWJ3jJEQX53oI-,https://drive.google.com/file/d/1wHWZJl0oCsp8mAR2oF_O1xDYY--m8WAt/view,https://drive.google.com/file/d/1dCqfZ6ix_uBso92V_6HWJ3jJEQX53oI-/view
หนองคาย,2,-1,1,85701,85702,81218,3298,1185,79751,4715,1236,-1,1bKuaF46ErxZZrQsbrFl-ri35t3SI47Do,15ZCUDRMUbILF3Zv1Z4gvw28Hw4sRRsNm,https://drive.google.com/file/d/1bKuaF46ErxZZrQsbrFl-ri35t3SI47Do/view,https://drive.google.com/file/d/15ZCUDRMUbILF3Zv1Z4gvw28Hw4sRRsNm/view
หนองบัวลำภู,2,1,1,83652,83651,79482,2456,1714,78144,4125,1382,1,1VcPefjA7n3vM81HLF5MeYye_O72OI0MC,1I9mvrranB_vxC3BjjgzLXCsPAwmsJ84l,https://drive.google.com/file/d/1VcPefjA7n3vM81HLF5MeYye_O72OI0MC/view,https://drive.google.com/file/d/1I9mvrranB_vxC3BjjgzLXCsPAwmsJ84l/view
อุดรธานี,4,-1,1,74870,74871,70876,2316,1678,69833,3910,1128,-1,1bIQKMCcqATd6_DTtsNTjL7m-O4zgkTLq,1chM-NciZ5RbEpATYgW9oC-ErjFIpFMkM,https://drive.google.com/file/d/1bIQKMCcqATd6_DTtsNTjL7m-O4zgkTLq/view,https://drive.google.com/file/d/1chM-NciZ5RbEpATYgW9oC-ErjFIpFMkM/view
อุดรธานี,5,1,1,73659,73658,69548,2386,1725,68942,3466,1250,1,1n4nSf2EOPkS5kv3t5d4sqEQpLBB6j4LH,1gfLK6c02kr__nbSUEkjrSFM5UA-Drxad,https://drive.google.com/file/d/1n4nSf2EOPkS5kv3t5d4sqEQpLBB6j4LH/view,https://drive.google.com/file/d/1gfLK6c02kr__nbSUEkjrSFM5UA-Drxad/view
อุตรดิตถ์,1,1,1,87587,87586,80546,3470,3571,80582,4107,2897,1,1eoZpc_9e7U0bLg1jGo314rzkZuD8WaKT,1WWcr0Z7I5zmqUUEmkd_uqdO4jcB0jUhM,https://drive.google.com/file/d/1eoZpc_9e7U0bLg1jGo314rzkZuD8WaKT/view,https://drive.google.com/file/d/1WWcr0Z7I5zmqUUEmkd_uqdO4jcB0jUhM/view
เชียงใหม่,2,1,1,113528,113527,101324,3485,8719,104169,3895,5463,1,1vigT9_1NkWdalV0B_sIM-8mGvQuwYJeE,1wu8d0qh_93-NoU7t9KMeqj6Mjti4oQ9-,https://drive.google.com/file/d/1vigT9_1NkWdalV0B_sIM-8mGvQuwYJeE/view,https://drive.google.com/file/d/1wu8d0qh_93-NoU7t9KMeqj6Mjti4oQ9-/view
เชียงใหม่,4,-1,1,115490,115491,105843,2757,6890,107169,3710,4612,-1,1zDtsVfHjSf0YNFOSme4nbwrtsWIEXh8T,1fZOR4H1p-LxnoE0zFefbvkM6PivuX0GI,https://drive.google.com/file/d/1zDtsVfHjSf0YNFOSme4nbwrtsWIEXh8T/view,https://drive.google.com/file/d/1fZOR4H1p-LxnoE0zFefbvkM6PivuX0GI/view
เชียงใหม่,5,-1,1,102641,102642,91933,4379,6329,93381,4942,4319,-1,1t8yXQusEHiZsjKMuXCO57inx6QIL6_at,13v3hfBdvYyH5DEi2oyBlMk01294puZa8,https://drive.google.com/file/d/1t8yXQusEHiZsjKMuXCO57inx6QIL6_at/view,https://drive.google.com/file/d/13v3hfBdvYyH5DEi2oyBlMk01294puZa8/view
เชียงใหม่,6,-1,1,91404,91405,81574,6347,3483,82957,5670,2778,-1,1JvmnPF8_XFcEB6f3_LxbwJCpH6tSp3NH,1QkUWjiDCFw2A_Iv3H8QOQhmrmH0Bna1z,https://drive.google.com/file/d/1JvmnPF8_XFcEB6f3_LxbwJCpH6tSp3NH/view,https://drive.google.com/file/d/1QkUWjiDCFw2A_Iv3H8QOQhmrmH0Bna1z/view
เลย,1,-1,1,93879,93880,85064,4573,4242,86344,4372,3164,-1,1x2AwATGArlDIOrC37HowKeS18mxQmc72,1UAcWcCGjjMAOZjEIo8l1D64DiCnlgpZQ,https://drive.google.com/file/d/1x2AwATGArlDIOrC37HowKeS18mxQmc72/view,https://drive.google.com/file/d/1UAcWcCGjjMAOZjEIo8l1D64DiCnlgpZQ/view
แพร่,3,1,1,84246,84245,73590,6065,4591,76597,4582,3066,1,1KZRcozKLgetyfmsH6eEr-rjTudQf25Se,1fp_m4DdhjX8D_oKJkNR7aFWs_zZwStmH,https://drive.google.com/file/d/1KZRcozKLgetyfmsH6eEr-rjTudQf25Se/view,https://drive.google.com/file/d/1fp_m4DdhjX8D_oKJkNR7aFWs_zZwStmH/view
กระบี่,2,0,0,86116,86116,78999,2599,4518,81262,2948,1906,0,1O-m1c3dlYRHNvRZ1zcAs9wVOkeAtYE_W,19jHMap174RCPniYk-ouSw4Hjc4x_kP5_,https://drive.google.com/file/d/1O-m1c3dlYRHNvRZ1zcAs9wVOkeAtYE_W/view,https://drive.google.com/file/d/19jHMap174RCPniYk-ouSw4Hjc4x_kP5_/view
กระบี่,3,0,0,94677,94677,87853,2937,3887,89432,3260,1985,0,1fDLms3hZKRQNDEmX0iWuFH1SiM8VqLJo,17AASdaeTCYe2PU4qDr31GNBjag0QUNfy,https://drive.google.com/file/d/1fDLms3hZKRQNDEmX0iWuFH1SiM8VqLJo/view,https://drive.google.com/file/d/17AASdaeTCYe2PU4qDr31GNBjag0QUNfy/view
กรุงเทพมหานคร,1,0,0,82421,82421,77075,1146,4200,78517,1726,2178,0,1eMio2cG71gPV0BNYPs4_3RWVxFrJEeTc,1RM3qfUAS0JITAJql_TnTn5899nD8au33,https://drive.google.com/file/d/1eMio2cG71gPV0BNYPs4_3RWVxFrJEeTc/view,https://drive.google.com/file/d/1RM3qfUAS0JITAJql_TnTn5899nD8au33/view
กรุงเทพมหานคร,2,0,0,90181,90181,83874,1384,4923,86220,1516,2445,0,1yYV_7WvATIkrXZ9Yl1I7I_12nzxNUgk4,1l8FFCSWg3cBfI79LLiauIV5AOcH8PsJ6,https://drive.google.com/file/d/1yYV_7WvATIkrXZ9Yl1I7I_12nzxNUgk4/view,https://drive.google.com/file/d/1l8FFCSWg3cBfI79LLiauIV5AOcH8PsJ6/view
กรุงเทพมหานคร,8,0,0,104633,104633,96755,1622,6256,100236,1639,2758,0,1BZw_U1BCA58Z3UeKze75FYgglhYX4AwY,1rndy_28Qf8uaQkXya8n0ynl4V6CF7xCK,https://drive.google.com/file/d/1BZw_U1BCA58Z3UeKze75FYgglhYX4AwY/view,https://drive.google.com/file/d/1rndy_28Qf8uaQkXya8n0ynl4V6CF7xCK/view
กรุงเทพมหานคร,9,0,0,102720,102720,95111,1599,6010,98361,1557,2802,0,1VglyVY0ywHxYKGyc7OWWGGp5Okd8j2zZ,1jYAiopAyLGOwbL1mba_PT1FcHrspuSPO,https://drive.google.com/file/d/1VglyVY0ywHxYKGyc7OWWGGp5Okd8j2zZ/view,https://drive.google.com/file/d/1jYAiopAyLGOwbL1mba_PT1FcHrspuSPO/view
กรุงเทพมหานคร,13,0,0,97065,97065,90508,1315,5242,93463,1380,2222,0,13wKNxoo4Q4GN0EH4IZCKnLcagxF0x9EN,1doN9xzbnfjY3AZFNlVEj5Ut1IbYsbbPZ,https://drive.google.com/file/d/13wKNxoo4Q4GN0EH4IZCKnLcagxF0x9EN/view,https://drive.google.com/file/d/1doN9xzbnfjY3AZFNlVEj5Ut1IbYsbbPZ/view
กรุงเทพมหานคร,14,0,0,99223,99223,93467,1431,4325,95365,1537,2321,0,1nH5Ofm5U22ilGnFqJl6XL11GB-bQ0OIT,1NxOoIsojb6clRv0EMKCUV1orYSZYpy-u,https://drive.google.com/file/d/1nH5Ofm5U22ilGnFqJl6XL11GB-bQ0OIT/view,https://drive.google.com/file/d/1NxOoIsojb6clRv0EMKCUV1orYSZYpy-u/view
กรุงเทพมหานคร,17,0,0,79075,79075,71720,1965,5390,73773,2180,3122,0,1w3OSjYXd8Dnf3mHnuYsmyziJT7xcVfhd,1Hy-K1YX2C-AMHfQiTVcelMXkV1f2-pCt,https://drive.google.com/file/d/1w3OSjYXd8Dnf3mHnuYsmyziJT7xcVfhd/view,https://drive.google.com/file/d/1Hy-K1YX2C-AMHfQiTVcelMXkV1f2-pCt/view
กรุงเทพมหานคร,19,0,0,98920,98920,92191,1634,5095,95000,1570,2350,0,1NwGf-MJFU8oxNzTWv6gMLnxIS9sNIhGH,18CoxX7jIOV3Oo-m5jqj6FEvkPsSQ25UF,https://drive.google.com/file/d/1NwGf-MJFU8oxNzTWv6gMLnxIS9sNIhGH/view,https://drive.google.com/file/d/18CoxX7jIOV3Oo-m5jqj6FEvkPsSQ25UF/view
กรุงเทพมหานคร,20,0,0,87486,87486,81935,1769,3782,83120,1904,2462,0,1-hsdjz9J86nvvKe9ELI3kdejY49BtLMh,1PaeKK0z_QeFNIimb3p_LYBr_I919UyQ6,https://drive.google.com/file/d/1-hsdjz9J86nvvKe9ELI3kdejY49BtLMh/view,https://drive.google.com/file/d/1PaeKK0z_QeFNIimb3p_LYBr_I919UyQ6/view
กรุงเทพมหานคร,21,0,0,96859,96859,91346,1450,4063,92788,1517,2554,0,1wgJsCUVKYaLjMvn6xcd_-KbbWXimICYM,172nWIHWH1nQw3yOCn2qaEblE43LCli7J,https://drive.google.com/file/d/1wgJsCUVKYaLjMvn6xcd_-KbbWXimICYM/view,https://drive.google.com/file/d/172nWIHWH1nQw3yOCn2qaEblE43LCli7J/view
กรุงเทพมหานคร,22,0,0,92301,92301,85558,1511,5232,88283,1503,2515,0,1RkVRmdFKVTydfk9vDV5_h8C6h41iSa50,151SpXwRG8ebTcuaTXjD3ZMdCSU8ktfe8,https://drive.google.com/file/d/1RkVRmdFKVTydfk9vDV5_h8C6h41iSa50/view,https://drive.google.com/file/d/151SpXwRG8ebTcuaTXjD3ZMdCSU8ktfe8/view
กรุงเทพมหานคร,23,0,0,100477,100477,94233,1073,5171,96512,1321,2644,0,1vvetQAREhZztZ-Ct-JpY8v8tUJN77QlJ,1SD0rWW7AeH3-tDPFSH4wGJam24FQyrol,https://drive.google.com/file/d/1vvetQAREhZztZ-Ct-JpY8v8tUJN77QlJ/view,https://drive.google.com/file/d/1SD0rWW7AeH3-tDPFSH4wGJam24FQyrol/view
กรุงเทพมหานคร,24,0,0,96919,96919,89356,1902,5661,92221,1814,2884,0,1qyQZCwTt3nl-d4OHF0y2CzQMbyoyL-h9,1w7k2NNR2pdp32OKIfy_TcV_kUazCaY5F,https://drive.google.com/file/d/1qyQZCwTt3nl-d4OHF0y2CzQMbyoyL-h9/view,https://drive.google.com/file/d/1w7k2NNR2pdp32OKIfy_TcV_kUazCaY5F/view
กรุงเทพมหานคร,25,0,0,89687,89687,84112,1443,4132,85329,1910,2448,0,1uGJc1eCCl9sBQyDElUshteZt8PBRGoh9,1J2kezMLitGrEDa8bTnFFtF0UDSYe4Wxi,https://drive.google.com/file/d/1uGJc1eCCl9sBQyDElUshteZt8PBRGoh9/view,https://drive.google.com/file/d/1J2kezMLitGrEDa8bTnFFtF0UDSYe4Wxi/view
กรุงเทพมหานคร,26,0,0,97121,97121,90037,1820,5264,92428,2079,2614,0,1v0fjDVsaMyAwTqhEtF0v03QvwIF2ayFd,1otADY98vhxj0tUwI4-msaULPea5d2yyh,https://drive.google.com/file/d/1v0fjDVsaMyAwTqhEtF0v03QvwIF2ayFd/view,https://drive.google.com/file/d/1otADY98vhxj0tUwI4-msaULPea5d2yyh/view
กรุงเทพมหานคร,27,0,0,96276,96276,90381,1564,4331,91873,1780,2623,0,1y90eL9XEvS1hOg6AVVQliudyVtZumsM0,1DUgO6vxwWpEKG9nLesbPDcMCMcFHBvGU,https://drive.google.com/file/d/1y90eL9XEvS1hOg6AVVQliudyVtZumsM0/view,https://drive.google.com/file/d/1DUgO6vxwWpEKG9nLesbPDcMCMcFHBvGU/view
กรุงเทพมหานคร,28,0,0,99509,99509,91560,2003,5946,94612,1949,2948,0,1BbPEmZso37SzPaFKWN8y-YF-BQCTdBjZ,1awoGIPZJtfFq5wFTRTMS3IEbIkm0iqYW,https://drive.google.com/file/d/1BbPEmZso37SzPaFKWN8y-YF-BQCTdBjZ/view,https://drive.google.com/file/d/1awoGIPZJtfFq5wFTRTMS3IEbIkm0iqYW/view
กรุงเทพมหานคร,29,0,0,103966,103966,96248,1896,5822,98610,2373,2983,0,1MKaK-R4XmDTI_3YPXH9HEDni6ZlnwjHh,1xmv9Dureju69TuqgL3xjtYP9Ay1oszRl,https://drive.google.com/file/d/1MKaK-R4XmDTI_3YPXH9HEDni6ZlnwjHh/view,https://drive.google.com/file/d/1xmv9Dureju69TuqgL3xjtYP9Ay1oszRl/view
กรุงเทพมหานคร,30,0,0,99352,99352,92533,1464,5355,94745,1900,2707,0,1rUXXCcT-JT84VYb6OjO89_GBPs6srGEB,1oo6QYeRZqii--5i9Qi8V0BMDyGZPo7Gy,https://drive.google.com/file/d/1rUXXCcT-JT84VYb6OjO89_GBPs6srGEB/view,https://drive.google.com/file/d/1oo6QYeRZqii--5i9Qi8V0BMDyGZPo7Gy/view
กรุงเทพมหานคร,31,0,0,107447,107447,98491,1993,6963,101855,2072,3520,0,1-FFUjiScNltaO9ur5Cf7ZVNBC6AuzR2K,13zKTOzhdu9eDL8Z5-d0EHIMb2tOPtgGa,https://drive.google.com/file/d/1-FFUjiScNltaO9ur5Cf7ZVNBC6AuzR2K/view,https://drive.google.com/file/d/13zKTOzhdu9eDL8Z5-d0EHIMb2tOPtgGa/view
กรุงเทพมหานคร,32,0,0,93917,93917,85631,2233,6053,88915,2107,2895,0,1Oc6RvuUPxGsSHtjvpn5opoiaEkVMOWET,1QCv3qS4eP5SCCUixG4NNsyI4mOkvqFA8,https://drive.google.com/file/d/1Oc6RvuUPxGsSHtjvpn5opoiaEkVMOWET/view,https://drive.google.com/file/d/1QCv3qS4eP5SCCUixG4NNsyI4mOkvqFA8/view
กรุงเทพมหานคร,33,0,0,102628,102628,94416,2142,6070,97764,1892,2972,0,1KTQwfCYT6bpqVPd0KkccjtexXf0PnAAI,1d92Vh0IJgcjK3OMBJ5WVPlEyAt6mnmUO,https://drive.google.com/file/d/1KTQwfCYT6bpqVPd0KkccjtexXf0PnAAI/view,https://drive.google.com/file/d/1d92Vh0IJgcjK3OMBJ5WVPlEyAt6mnmUO/view
กาญจนบุรี,2,0,0,103736,103736,97680,2899,3157,94230,5775,3731,0,1swApPWHOLi0VxCh_d0bQ7pwnIN79xDV6,1Wcc0QkoMbiRjVpSqaqQuDSle-DyJLGVv,https://drive.google.com/file/d/1swApPWHOLi0VxCh_d0bQ7pwnIN79xDV6/view,https://drive.google.com/file/d/1Wcc0QkoMbiRjVpSqaqQuDSle-DyJLGVv/view
กาญจนบุรี,3,0,0,113958,113958,107950,3604,2404,104226,6433,3299,0,15OKzVH_AbuDuJ-ObFxu_V1w7xAGKPY3G,14qb8aMSCsjS4fm8mQyivUJ1x5vq8tylC,https://drive.google.com/file/d/15OKzVH_AbuDuJ-ObFxu_V1w7xAGKPY3G/view,https://drive.google.com/file/d/14qb8aMSCsjS4fm8mQyivUJ1x5vq8tylC/view
กาญจนบุรี,4,0,0,93526,93526,82897,5654,4975,82014,7657,3855,0,1dw2JDU-eVt8_4NvbH3qpTOlY90oWNsgV,13F8T5iVN7UE57wGN5AQazEk6CT4xi5Gu,https://drive.google.com/file/d/1dw2JDU-eVt8_4NvbH3qpTOlY90oWNsgV/view,https://drive.google.com/file/d/13F8T5iVN7UE57wGN5AQazEk6CT4xi5Gu/view
กาญจนบุรี,5,0,0,89052,89052,82962,4176,1914,81443,5480,2129,0,15BcN6nm4R5E2beE5QxzweMxEwRuWhKAx,1U_kPgLO62RM59xsyHlEVsTyM3AyIia9N,https://drive.google.com/file/d/15BcN6nm4R5E2beE5QxzweMxEwRuWhKAx/view,https://drive.google.com/file/d/1U_kPgLO62RM59xsyHlEVsTyM3AyIia9N/view
กาฬสินธุ์,2,0,0,82224,82224,76321,2832,3071,76444,3997,1783,0,1W15Zq7awfjPWG12O4wEcU7-QwD7iaG4l,1-qhBuVRvuhNbIxJt4AhgzV2BObfB_nca,https://drive.google.com/file/d/1W15Zq7awfjPWG12O4wEcU7-QwD7iaG4l/view,https://drive.google.com/file/d/1-qhBuVRvuhNbIxJt4AhgzV2BObfB_nca/view
กาฬสินธุ์,3,0,0,82445,82445,78033,2518,1894,75717,4820,1908,0,1mGtSJULd1IlNZNXY86WOMVyeP4csLOec,1scigaTGzKtvzU6hDn47aEOAaUu3HrkXn,https://drive.google.com/file/d/1mGtSJULd1IlNZNXY86WOMVyeP4csLOec/view,https://drive.google.com/file/d/1scigaTGzKtvzU6hDn47aEOAaUu3HrkXn/view
กาฬสินธุ์,4,0,0,90104,90104,85649,2514,1941,83586,4743,1775,0,19W7Wze7o2z5WDi1Js-RXaCWVLU8h_jGb,18oshrxx8LV1eCCZnZDDkbcpGqeh8o5R3,https://drive.google.com/file/d/19W7Wze7o2z5WDi1Js-RXaCWVLU8h_jGb/view,https://drive.google.com/file/d/18oshrxx8LV1eCCZnZDDkbcpGqeh8o5R3/view
กำแพงเพชร,2,0,0,105321,105321,97504,4752,3065,94653,7616,3052,0,1NIluGKk9rkWbP9EtYpEE6cC6PHx_y_Bw,1UBIvrN7C6fYxebLeRlbVRrQRVMVyhMHp,https://drive.google.com/file/d/1NIluGKk9rkWbP9EtYpEE6cC6PHx_y_Bw/view,https://drive.google.com/file/d/1UBIvrN7C6fYxebLeRlbVRrQRVMVyhMHp/view
กำแพงเพชร,4,0,0,93620,93620,86283,4444,2893,84498,6546,2576,0,1g6GPyxzpYNmhj6M3Y5aeHvsXQRajqtpy,1tmoq6JvFw7LtiKE5iVCmlgqH-8po_8B_,https://drive.google.com/file/d/1g6GPyxzpYNmhj6M3Y5aeHvsXQRajqtpy/view,https://drive.google.com/file/d/1tmoq6JvFw7LtiKE5iVCmlgqH-8po_8B_/view
ขอนแก่น,1,0,0,91147,91147,83007,2621,5519,85337,2909,2901,0,1omeFP2AmW4UZ-nzTDIz2OMKRemMyoVnX,1-3BkUb0iiE6ld1rCzofaIaYZOKmU-jGs,https://drive.google.com/file/d/1omeFP2AmW4UZ-nzTDIz2OMKRemMyoVnX/view,https://drive.google.com/file/d/1-3BkUb0iiE6ld1rCzofaIaYZOKmU-jGs/view
ขอนแก่น,2,0,0,105501,105501,96299,2789,6413,98548,3524,3429,0,1o7M5eV-xVDybAPMEGW8zB2fNpetFFjEj,1pbqyfJc3osHAzdyz40u7ORu-ck8aPzJe,https://drive.google.com/file/d/1o7M5eV-xVDybAPMEGW8zB2fNpetFFjEj/view,https://drive.google.com/file/d/1pbqyfJc3osHAzdyz40u7ORu-ck8aPzJe/view
ขอนแก่น,3,0,0,90629,90629,84748,3972,1909,84521,4458,1650,0,1uhLo9KDViWMLVbHNT7VtClNlFY2tMwio,16OISCaCy8u3P_6tXQ0Pg9ZyWuBoDkDGS,https://drive.google.com/file/d/1uhLo9KDViWMLVbHNT7VtClNlFY2tMwio/view,https://drive.google.com/file/d/16OISCaCy8u3P_6tXQ0Pg9ZyWuBoDkDGS/view
ขอนแก่น,4,0,0,95728,95728,90702,2779,2247,88920,4733,2075,0,1NdMSu0P6NSIap-c7ZMbMxRJaRFU5wWEu,1rpXuurv9vkRqRTlAwAIubI1XjE2p0blv,https://drive.google.com/file/d/1NdMSu0P6NSIap-c7ZMbMxRJaRFU5wWEu/view,https://drive.google.com/file/d/1rpXuurv9vkRqRTlAwAIubI1XjE2p0blv/view
ขอนแก่น,6,0,0,86154,86154,79916,3802,2436,79070,5066,2018,0,1ars2_Oam6a7GjyXeFfjW2G5kBhAGecX8,1mcQlzshoDrUGCmcQtFfWoret_agpIARx,https://drive.google.com/file/d/1ars2_Oam6a7GjyXeFfjW2G5kBhAGecX8/view,https://drive.google.com/file/d/1mcQlzshoDrUGCmcQtFfWoret_agpIARx/view
ขอนแก่น,7,0,0,90247,90247,83207,4413,2627,83257,5120,1870,0,1aS2cnm3TZTxzaaqOfU0fg_vhHjwNl5lz,1GDCFtiEf56CaCcxbXLTodwrzB97ecoxJ,https://drive.google.com/file/d/1aS2cnm3TZTxzaaqOfU0fg_vhHjwNl5lz/view,https://drive.google.com/file/d/1GDCFtiEf56CaCcxbXLTodwrzB97ecoxJ/view
ขอนแก่น,8,0,0,96586,96586,89683,3629,3274,89655,4641,2290,0,1_bFGWp1va2Ei4lhSGRgCwubqatmZ3tlU,1Yby3ciXDcsh8AegFYAIfLFP97rjeLBkz,https://drive.google.com/file/d/1_bFGWp1va2Ei4lhSGRgCwubqatmZ3tlU/view,https://drive.google.com/file/d/1Yby3ciXDcsh8AegFYAIfLFP97rjeLBkz/view
ขอนแก่น,9,0,0,85016,85016,81101,2531,1384,80096,3898,1022,0,1J203qZwj8n27Wla6qa3tij7xtXKOOqR2,1wBY1b8jpU2qZ4mr3IlOU2VIUDJWGICqx,https://drive.google.com/file/d/1J203qZwj8n27Wla6qa3tij7xtXKOOqR2/view,https://drive.google.com/file/d/1wBY1b8jpU2qZ4mr3IlOU2VIUDJWGICqx/view
ขอนแก่น,10,0,0,89102,89102,83757,3964,1381,83642,4486,974,0,1-HL5orOff1JDiAKmv1bXQCeVDHlZDh3x,1ZBmyKCeKZkJzCWu6IhV-lkZyQpOj8o2h,https://drive.google.com/file/d/1-HL5orOff1JDiAKmv1bXQCeVDHlZDh3x/view,https://drive.google.com/file/d/1ZBmyKCeKZkJzCWu6IhV-lkZyQpOj8o2h/view
ขอนแก่น,11,0,0,82562,82562,76313,4128,2121,76425,4482,1655,0,1wwIP0vHZhfxPATiI8EDPkIqNsiWgSqPx,1aGWSG4Edoqrjz2etRM7Rh8cYErpCKdu2,https://drive.google.com/file/d/1wwIP0vHZhfxPATiI8EDPkIqNsiWgSqPx/view,https://drive.google.com/file/d/1aGWSG4Edoqrjz2etRM7Rh8cYErpCKdu2/view
จันทบุรี,1,0,0,110531,110531,100866,3234,6431,100429,4473,5629,0,10QmKjO9I2zkIiL3J0Xg8ZWk-dDBLodBa,1we1xnjYFLzuZwqa8ot94inj6gMYaUK-b,https://drive.google.com/file/d/10QmKjO9I2zkIiL3J0Xg8ZWk-dDBLodBa/view,https://drive.google.com/file/d/1we1xnjYFLzuZwqa8ot94inj6gMYaUK-b/view
จันทบุรี,2,0,0,102880,102880,91807,5014,6059,91950,5530,5400,0,1e0BgFUS24GdSS3kuL0GAbsvNhfj8oEI4,15_Opsc7LikcO6Ib8l9Ie3HsG3LWC46w8,https://drive.google.com/file/d/1e0BgFUS24GdSS3kuL0GAbsvNhfj8oEI4/view,https://drive.google.com/file/d/15_Opsc7LikcO6Ib8l9Ie3HsG3LWC46w8/view
จันทบุรี,3,0,0,101001,101001,91176,4249,5576,90597,5733,4671,0,1RmxW3WC99vrsuZw-KNd7J1ZQKDD6cuLD,1rAt7qS4bvBp9dqFsn4xHKCZImcx5jhen,https://drive.google.com/file/d/1RmxW3WC99vrsuZw-KNd7J1ZQKDD6cuLD/view,https://drive.google.com/file/d/1rAt7qS4bvBp9dqFsn4xHKCZImcx5jhen/view
ฉะเชิงเทรา,1,0,0,110016,110016,96004,4999,9013,100617,4049,5350,0,14Nw6SyLQ-9VSM9rpTBrZWAM46Z2MDl6F,14623oa9bPQ46Mbuy6l5CeotpUk-jXv0U,https://drive.google.com/file/d/14Nw6SyLQ-9VSM9rpTBrZWAM46Z2MDl6F/view,https://drive.google.com/file/d/14623oa9bPQ46Mbuy6l5CeotpUk-jXv0U/view
ฉะเชิงเทรา,3,0,0,104600,104600,93753,5457,5390,94168,6896,3536,0,1ihcB95g1ULPyw4FR5SsANWy9MsNwNv28,1zY_YsKeZV5bXpsA2NFXFGRbo5ZicUIPi,https://drive.google.com/file/d/1ihcB95g1ULPyw4FR5SsANWy9MsNwNv28/view,https://drive.google.com/file/d/1zY_YsKeZV5bXpsA2NFXFGRbo5ZicUIPi/view
ชลบุรี,2,0,0,84051,84051,78825,1889,3337,79159,2290,2602,0,1UHrjDPOpmNm04LV-p1CZqY1GdUWGkJCh,1fFegyikuWkk4jnavpt1-dCK-CkokPu1M,https://drive.google.com/file/d/1UHrjDPOpmNm04LV-p1CZqY1GdUWGkJCh/view,https://drive.google.com/file/d/1fFegyikuWkk4jnavpt1-dCK-CkokPu1M/view
ชลบุรี,3,0,0,98529,98529,90301,3292,4936,91927,3382,3220,0,1N8A5d2vxjIe02yGKOsMB0Yx76-NcJ6z5,1T4LvEdP1tIIf4unGuSJRkz2MGuM_Wena,https://drive.google.com/file/d/1N8A5d2vxjIe02yGKOsMB0Yx76-NcJ6z5/view,https://drive.google.com/file/d/1T4LvEdP1tIIf4unGuSJRkz2MGuM_Wena/view
ชลบุรี,4,0,0,88809,88809,80770,3932,4107,80879,4979,2951,0,1G6S4w7kgU84X9ZfujGg1ws7XTgYOb0J5,1533xIfpTyRUfCWb3OHbDu38VdC2PFsNX,https://drive.google.com/file/d/1G6S4w7kgU84X9ZfujGg1ws7XTgYOb0J5/view,https://drive.google.com/file/d/1533xIfpTyRUfCWb3OHbDu38VdC2PFsNX/view
ชลบุรี,5,0,0,103979,103979,95514,3638,4827,95056,5121,3802,0,1vvtdVELx6Uy-UCXIy-mI9dywJR3aypgU,1xgSJUkXE01ohbXKX0_4ZelS8LUfYDNKN,https://drive.google.com/file/d/1vvtdVELx6Uy-UCXIy-mI9dywJR3aypgU/view,https://drive.google.com/file/d/1xgSJUkXE01ohbXKX0_4ZelS8LUfYDNKN/view
ชลบุรี,6,0,0,96545,96545,89423,2214,4908,90677,3018,2850,0,1gryJUqkBd4743lo9YwyKsUY7VBGs9y7v,1gbJGolaObci3aL5RIE0wRfYvYE_5TQsB,https://drive.google.com/file/d/1gryJUqkBd4743lo9YwyKsUY7VBGs9y7v/view,https://drive.google.com/file/d/1gbJGolaObci3aL5RIE0wRfYvYE_5TQsB/view
ชัยนาท,2,0,0,95079,95079,84484,4951,5644,84197,7016,3866,0,108lzSD4F6xxAtJLCC2Cg0SbkHMz7737m,15xeVGigdM-BFo_spOikbkeoXxpm1zOp1,https://drive.google.com/file/d/108lzSD4F6xxAtJLCC2Cg0SbkHMz7737m/view,https://drive.google.com/file/d/15xeVGigdM-BFo_spOikbkeoXxpm1zOp1/view
ชัยภูมิ,1,0,0,88777,88777,81673,2894,4210,81337,4386,3054,0,1qRbWj49s4ZgS2EUihGH08sIJIIrc0v-8,1I_RDI6wG2NWTc_C9wNwRFVXql_oD273o,https://drive.google.com/file/d/1qRbWj49s4ZgS2EUihGH08sIJIIrc0v-8/view,https://drive.google.com/file/d/1I_RDI6wG2NWTc_C9wNwRFVXql_oD273o/view
ชัยภูมิ,2,0,0,87136,87136,79326,4464,3346,79374,4999,2763,0,13s05tIh_IkfRhoCRoUSY4ub0_MHy3OSJ,1quRSxkHzEZ3lJMfGYKnMsHCimzsd-89W,https://drive.google.com/file/d/13s05tIh_IkfRhoCRoUSY4ub0_MHy3OSJ/view,https://drive.google.com/file/d/1quRSxkHzEZ3lJMfGYKnMsHCimzsd-89W/view
