province,district_number,form_type,drive_id,drive_url,valid_votes,invalid_votes,blank_votes,total_votes,votes_json,updated_by,update_reason
กรุงเทพมหานคร,20,constituency,1-hsdjz9J86nvvKe9ELI3kdejY49BtLMh,https://drive.google.com/file/d/1-hsdjz9J86nvvKe9ELI3kdejY49BtLMh/view,81935,,,,"{""1"": 1135, ""2"": 7771, ""3"": 207, ""4"": 287, ""5"": 424, ""6"": 1018, ""7"": 34941, ""8"": 298, ""9"": 1483, ""10"": 308, ""11"": 27474, ""12"": 1229, ""13"": 4139, ""14"": 1221}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,21,constituency,1wgJsCUVKYaLjMvn6xcd_-KbbWXimICYM,https://drive.google.com/file/d/1wgJsCUVKYaLjMvn6xcd_-KbbWXimICYM/view,91346,,,,"{""1"": 1296, ""2"": 201, ""3"": 636, ""4"": 10553, ""5"": 297, ""6"": 1199, ""7"": 6039, ""8"": 45951, ""9"": 1060, ""10"": 1153, ""11"": 827, ""12"": 267, ""13"": 217, ""14"": 21155, ""15"": 495}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,22,constituency,1RkVRmdFKVTydfk9vDV5_h8C6h41iSa50,https://drive.google.com/file/d/1RkVRmdFKVTydfk9vDV5_h8C6h41iSa50/view,85558,1511,5232,,"{""1"": 786, ""2"": 368, ""3"": 1705, ""4"": 425, ""5"": 9244, ""6"": 42264, ""7"": 7036, ""8"": 17486, ""9"": 1491, ""10"": 253, ""11"": 2983, ""12"": 1130, ""13"": 182, ""14"": 205}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,23,constituency,1vvetQAREhZztZ-Ct-JpY8v8tUJN77QlJ,https://drive.google.com/file/d/1vvetQAREhZztZ-Ct-JpY8v8tUJN77QlJ/view,94233,,,,"{""1"": 17592, ""2"": 201, ""3"": 184, ""4"": 325, ""5"": 319, ""6"": 1004, ""7"": 755, ""8"": 290, ""9"": 1660, ""10"": 203, ""11"": 9292, ""12"": 1896, ""13"": 298, ""14"": 1529, ""15"": 46782, ""16"": 464, ""17"": 10876, ""18"": 563}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,24,constituency,1qyQZCwTt3nl-d4OHF0y2CzQMbyoyL-h9,https://drive.google.com/file/d/1qyQZCwTt3nl-d4OHF0y2CzQMbyoyL-h9/view,89356,,,,"{""1"": 492, ""2"": 514, ""3"": 285, ""4"": 6401, ""5"": 15300, ""6"": 46415, ""7"": 13371, ""8"": 1758, ""9"": 2509, ""10"": 819, ""11"": 1001, ""12"": 280, ""13"": 211}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,25,constituency,1uGJc1eCCl9sBQyDElUshteZt8PBRGoh9,https://drive.google.com/file/d/1uGJc1eCCl9sBQyDElUshteZt8PBRGoh9/view,84112,1443,4132,,"{""1"": 1335, ""2"": 7071, ""3"": 10493, ""4"": 21904, ""5"": 581, ""6"": 688, ""7"": 37035, ""8"": 357, ""9"": 980, ""10"": 179, ""11"": 424, ""12"": 2493, ""13"": 407, ""14"": 165}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,26,constituency,1v0fjDVsaMyAwTqhEtF0v03QvwIF2ayFd,https://drive.google.com/file/d/1v0fjDVsaMyAwTqhEtF0v03QvwIF2ayFd/view,90037,,,,"{""1"": 44271, ""2"": 486, ""3"": 421, ""4"": 2506, ""5"": 1562, ""6"": 8425, ""7"": 16727, ""8"": 810, ""9"": 1359, ""10"": 11584, ""11"": 1422, ""12"": 222, ""13"": 118, ""14"": 124}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,27,constituency,1y90eL9XEvS1hOg6AVVQliudyVtZumsM0,https://drive.google.com/file/d/1y90eL9XEvS1hOg6AVVQliudyVtZumsM0/view,90381,1564,4331,,"{""1"": 26986, ""2"": 7490, ""3"": 317, ""4"": 384, ""5"": 6640, ""6"": 706, ""7"": 43046, ""8"": 524, ""9"": 2202, ""10"": 493, ""11"": 1422, ""12"": 171}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,28,constituency,1BbPEmZso37SzPaFKWN8y-YF-BQCTdBjZ,https://drive.google.com/file/d/1BbPEmZso37SzPaFKWN8y-YF-BQCTdBjZ/view,91560,,,,"{""1"": 13153, ""2"": 12310, ""3"": 47692, ""4"": 2236, ""5"": 1831, ""6"": 1033, ""7"": 2071, ""8"": 870, ""9"": 1609, ""10"": 7586, ""11"": 688, ""12"": 299, ""13"": 182}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,29,constituency,1MKaK-R4XmDTI_3YPXH9HEDni6ZlnwjHh,https://drive.google.com/file/d/1MKaK-R4XmDTI_3YPXH9HEDni6ZlnwjHh/view,96248,,,,"{""1"": 548, ""2"": 373, ""3"": 46402, ""4"": 16836, ""5"": 13062, ""6"": 2211, ""7"": 1757, ""8"": 8987, ""9"": 3379, ""10"": 370, ""11"": 865, ""12"": 287, ""13"": 162, ""14"": 532, ""15"": 338, ""16"": 139}",policy_take_killernay,user_policy_take_killernay_unless_invalid
