จังหวัด,เขตเลือกตั้งที่,ลำดับคะแนน,ผู้ลงสมัคร สส.,พรรคที่สังกัด,คะแนนเสียง,คะแนนเสียง(ร้อยละ),ผู้มาใช้สิทธิ์,ร้อยละผู้มาใช้สิทธิ์,บัตรดี,บัตรเสีย,บัตรไม่เลือกผู้ใด,หน่วยเลือกตั้งที่นับเสร็จ,ร้อยละที่นับเสร็จแล้ว,หยุดอัพเดต,จำนวนหน่วยเลือกตั้งทั้งหมด
บุรีรัมย์,5,3,ผู้สมัครหมายเลข 1,,7914,10.32,76650,,76650,,,302,94.96855,,318
บุรีรัมย์,5,4,ผู้สมัครหมายเลข 9,,1238,1.62,76650,,76650,,,302,94.96855,,318
บุรีรัมย์,5,5,ผู้สมัครหมายเลข 3,,1052,1.37,76650,,76650,,,302,94.96855,,318
บุรีรัมย์,5,6,ผู้สมัครหมายเลข 5,,807,1.05,76650,,76650,,,302,94.96855,,318
บุรีรัมย์,5,7,ผู้สมัครหมายเลข 2,,714,0.93,76650,,76650,,,302,94.96855,,318
บุรีรัมย์,5,8,ผู้สมัครหมายเลข 7,,305,0.4,76650,,76650,,,302,94.96855,,318
บุรีรัมย์,5,9,ผู้สมัครหมายเลข 8,,194,0.25,76650,,76650,,,302,94.96855,,318
บุรีรัมย์,6,1,ผู้สมัครหมายเลข 4,,51523,70.03,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,2,ผู้สมัครหมายเลข 2,,11511,15.65,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,3,ผู้สมัครหมายเลข 1,,5419,7.37,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,4,ผู้สมัครหมายเลข 3,,1239,1.68,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,5,ผู้สมัครหมายเลข 6,,1211,1.65,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,6,ผู้สมัครหมายเลข 10,,851,1.16,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,7,ผู้สมัครหมายเลข 9,,682,0.93,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,8,ผู้สมัครหมายเลข 5,,462,0.63,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,9,ผู้สมัครหมายเลข 7,,433,0.59,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,6,10,ผู้สมัครหมายเลข 8,,237,0.32,73608,,73608,,,294,94.83871,,310
บุรีรัมย์,7,1,ผู้สมัครหมายเลข 5,,45919,61.61,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,2,ผู้สมัครหมายเลข 3,,13982,18.76,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,3,ผู้สมัครหมายเลข 1,,11091,14.88,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,4,ผู้สมัครหมายเลข 8,,880,1.18,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,5,ผู้สมัครหมายเลข 9,,734,0.98,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,6,ผู้สมัครหมายเลข 2,,621,0.83,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,7,ผู้สมัครหมายเลข 4,,522,0.7,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,8,ผู้สมัครหมายเลข 7,,406,0.54,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,7,9,ผู้สมัครหมายเลข 6,,382,0.51,74537,,74537,,,257,94.83395,,271
บุรีรัมย์,8,1,ผู้สมัครหมายเลข 5,,53217,67.85,78428,,78428,,,266,95,,280
บุรีรัมย์,8,2,ผู้สมัครหมายเลข 1,,15367,19.59,78428,,78428,,,266,95,,280
บุรีรัมย์,8,3,ผู้สมัครหมายเลข 7,,4664,5.95,78428,,78428,,,266,95,,280
บุรีรัมย์,8,4,ผู้สมัครหมายเลข 4,,1396,1.78,78428,,78428,,,266,95,,280
บุรีรัมย์,8,5,ผู้สมัครหมายเลข 6,,1050,1.34,78428,,78428,,,266,95,,280
บุรีรัมย์,8,6,ผู้สมัครหมายเลข 9,,742,0.95,78428,,78428,,,266,95,,280
บุรีรัมย์,8,7,ผู้สมัครหมายเลข 2,,647,0.82,78428,,78428,,,266,95,,280
บุรีรัมย์,8,8,ผู้สมัครหมายเลข 8,,584,0.74,78428,,78428,,,266,95,,280
บุรีรัมย์,8,9,ผู้สมัครหมายเลข 3,,484,0.62,78428,,78428,,,266,95,,280
บุรีรัมย์,8,10,ผู้สมัครหมายเลข 10,,277,0.35,78428,,78428,,,266,95,,280
บุรีรัมย์,9,1,ผู้สมัครหมายเลข 5,,57197,77.61,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,2,ผู้สมัครหมายเลข 3,,8695,11.8,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,3,ผู้สมัครหมายเลข 6,,4068,5.52,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,4,ผู้สมัครหมายเลข 1,,1393,1.89,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,5,ผู้สมัครหมายเลข 9,,887,1.2,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,6,ผู้สมัครหมายเลข 4,,513,0.7,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,7,ผู้สมัครหมายเลข 2,,491,0.67,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,8,ผู้สมัครหมายเลข 7,,299,0.41,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,9,9,ผู้สมัครหมายเลข 8,,152,0.21,73695,,73695,,,239,94.84127,,252
บุรีรัมย์,10,1,ผู้สมัครหมายเลข 2,,52091,75.3,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,2,ผู้สมัครหมายเลข 7,,9229,13.34,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,3,ผู้สมัครหมายเลข 1,,4221,6.1,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,4,ผู้สมัครหมายเลข 3,,1489,2.15,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,5,ผู้สมัครหมายเลข 6,,852,1.23,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,6,ผู้สมัครหมายเลข 5,,485,0.7,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,7,ผู้สมัครหมายเลข 9,,469,0.68,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,8,ผู้สมัครหมายเลข 4,,226,0.33,69176,,69176,,,211,94.61883,,223
บุรีรัมย์,10,9,ผู้สมัครหมายเลข 8,,114,0.16,69176,,69176,,,211,94.61883,,223
ปทุมธานี,1,1,นายเจษฎา ดนตรีเสนาะ,ประชาชน,32835,34.49,95201,,95201,,,191,94.55446,,202
ปทุมธานี,1,2,นายสุรพงษ์ อึ้งอัมพรวิไล,เพื่อไทย,24558,25.8,95201,,95201,,,191,94.55446,,202
ปทุมธานี,1,3,นายนพพร ขาวขำ,กล้าธรรม,24365,25.59,95201,,95201,,,191,94.55446,,202
ปทุมธานี,1,4,นายสุรศักดิ์ สุทัตโชต,ภูมิใจไทย,6562,6.89,95201,,95201,,,191,94.55446,,202
ปทุมธานี,1,5,นายคิว อรุโณรส,ประชาธิปัตย์,3508,3.68,95201,,95201,,,191,94.55446,,202
ปทุมธานี,1,6,นางสาวสาวิตรี กองรัตน์,รวมไทยสร้างชาติ,1586,1.67,95201,,95201,,,191,94.55446,,202
ปทุมธานี,1,7,นายวิชยุทธ์ พึ่งสายธนโชติ,เศรษฐกิจ,1487,1.56,95201,,95201,,,191,94.55446,,202
ปทุมธานี,1,8,นายเทพพิทักษ์ กุลมงคลชัยศรี,พลังประชารัฐ,300,0.32,95201,,95201,,,191,94.55446,,202
ปทุมธานี,2,1,นายศุภชัย นพขำ,เพื่อไทย,36340,37.45,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,2,นายวรชิต จันทร์แบบ,ประชาชน,31579,32.54,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,3,นางสาวชิดชนก พวงเพ็ชร์,ภูมิใจไทย,23496,24.21,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,4,นายปราโมทย์ อัศวมานะศักดิ์,ประชาธิปัตย์,1651,1.7,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,5,นายนิวัฒน์ บุปผามาโล,เศรษฐกิจ,1037,1.07,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,6,นายวิชัย แก้วทอง,รวมไทยสร้างชาติ,991,1.02,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,7,นางสาวปิยาภรณ์ ไตลังคะ,รักชาติ,773,0.8,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,8,นายชัยอนันต์ สิริเบญสานนท์,กล้าธรรม,727,0.75,97032,,97032,,,185,94.87179,,195
ปทุมธานี,2,9,นายสมัย รามัญอุดม,พลังประชารัฐ,438,0.45,97032,,97032,,,185,94.87179,,195
ปทุมธานี,3,1,นายเอกศักดิ์ หอมชื่น,ประชาชน,42004,49.91,84153,,84153,,,171,95,,180
ปทุมธานี,3,2,นายคุณานนท์ ชูประเสริฐ,ภูมิใจไทย,22852,27.16,84153,,84153,,,171,95,,180
ปทุมธานี,3,3,นายภัทรพล ฐิติภวัตสกุล,เพื่อไทย,8637,10.26,84153,,84153,,,171,95,,180
ปทุมธานี,3,4,นายณฤทธิ์ นาควงษม์,ประชาธิปัตย์,3891,4.62,84153,,84153,,,171,95,,180
ปทุมธานี,3,5,นายศักดิ์ปรินทร์ เกษมธนพัฒน์,เศรษฐกิจ,3108,3.69,84153,,84153,,,171,95,,180
ปทุมธานี,3,6,นายชัยพร จันทนา,รวมไทยสร้างชาติ,1499,1.78,84153,,84153,,,171,95,,180
ปทุมธานี,3,7,นายอธิวัฒน์ ภูริศรี,ไทยก้าวใหม่,1155,1.37,84153,,84153,,,171,95,,180
ปทุมธานี,3,8,นายอนุสรณ์ อัตพุฒ,พลังประชารัฐ,1007,1.2,84153,,84153,,,171,95,,180
ปทุมธานี,4,1,นายสกล สุนทรวาณิชย์กิจ,ประชาชน,41039,45.18,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,2,นายสุทิน นพขำ,เพื่อไทย,17512,19.28,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,3,นายชยุต สินพูนภักดิ์,กล้าธรรม,15222,16.76,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,4,นายจำลอง เงินยวง,ภูมิใจไทย,8216,9.04,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,5,นางสาวหงสรัชต์ ภูริสิทธิสีห์,ประชาธิปัตย์,3900,4.29,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,6,นายสดใส โรจนวิชัย,เศรษฐกิจ,1903,2.09,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,7,นายจำเริญ ปิ่นภู่,รวมไทยสร้างชาติ,1495,1.65,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,8,นางประเสริฐศรี ฮ้อแสงชัย,พลังประชารัฐ,1150,1.27,90836,,90836,,,169,94.94382,,178
ปทุมธานี,4,9,นายสุกฤษฎ์ ดุลยกนิษฐ,รักชาติ,399,0.44,90836,,90836,,,169,94.94382,,178
ปทุมธานี,5,1,นายเชตวัน เตือประโคน,ประชาชน,35383,42.88,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,2,นางสาวอัยรินทร์ พันธุ์ฤทธิ์,กล้าธรรม,12941,15.68,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,3,นายภานุวัฒน์ ณ ระนอง,เพื่อไทย,12043,14.59,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,4,นายชัยยันต์ ผลสุวรรณ์,ภูมิใจไทย,10418,12.62,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,5,นายพันธุ์เทพ พัฒนณรงค์กรณ์,ประชาธิปัตย์,4424,5.36,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,6,นายชาญชัย ฉายบุ,เศรษฐกิจ,2063,2.5,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,7,นายสุรเดช กองรัตน์,รวมไทยสร้างชาติ,1559,1.89,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,8,นายศุภลักษณ์ สายยงค์,ประชาธิปไตยใหม่,1185,1.44,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,9,นายอดิศร แจ้งจันทร์,ไทยก้าวใหม่,930,1.13,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,10,นายผดุง หน่องพงษ์,พลังประชารัฐ,899,1.09,82519,,82519,,,201,94.81132,,212
ปทุมธานี,5,11,นายเทพนิมิตร จิตรนคร,รักชาติ,674,0.82,82519,,82519,,,201,94.81132,,212
ปทุมธานี,6,1,นายธนภัทร ตระกูลภูชัย,ประชาชน,42684,50.58,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,2,นายอธิวัฒน์ สอนเนย,เพื่อไทย,10079,11.94,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,3,นายวรากร เครือทองศรี,ภูมิใจไทย,9739,11.54,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,4,นางสาวพัชร์ชิสา พชิระธารีรัตน์,กล้าธรรม,8530,10.11,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,5,ว่าที่ร้อยตรีเกียรติศักดิ์ คงเขียว,ประชาธิปัตย์,6809,8.07,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,6,นายสรวีย์ ศุภปณิตา,เศรษฐกิจ,2767,3.28,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,7,นายบุญเลิศ สงบจิตร์,รวมไทยสร้างชาติ,2017,2.39,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,8,นางสาววิภาวดี ชนะชัย,ไทยก้าวใหม่,689,0.82,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,9,นายภรภัทร มานิตเมธากิจ,พลังประชารัฐ,564,0.67,84382,,84382,,,145,94.77124,,153
ปทุมธานี,6,10,นายพลวัฒน์ จันทะเอ,เสรีรวมไทย,504,0.6,84382,,84382,,,145,94.77124,,153
ปทุมธานี,7,1,นายพิษณุ พลธี,ภูมิใจไทย,46202,53.68,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,2,นางสาวธันยนันท์ ไพบูลย์สุข,ประชาชน,27814,32.31,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,3,นายบุญเริ่ม อรชุน,เพื่อไทย,5324,6.19,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,4,ว่าที่ร้อยเอก ปัญญา ชัยรัตนพานิช,เศรษฐกิจ,2488,2.89,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,5,นางสาวดวงดารา นภาคเวช,ประชาธิปัตย์,1538,1.79,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,6,นางสาวปัญจรัศม์ ภคภณธนวัจน์,รวมไทยสร้างชาติ,999,1.16,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,7,นายเอกธนัช เจริญรูป,ไทยก้าวใหม่,806,0.94,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,8,นางสาวศวิตา แสนสวาท,รักชาติ,489,0.57,86075,,86075,,,176,94.62366,,186
ปทุมธานี,7,9,นางสิริกัญญา เสาะแสวง,พลังประชารัฐ,415,0.48,86075,,86075,,,176,94.62366,,186
ปทุมธานี,8,1,นางสาวพรพิมล ธรรมสาร,ภูมิใจไทย,42730,50.07,85346,,85346,,,177,94.65241,,187
ปทุมธานี,8,2,นายประสิทธิ์ ปัทมผดุงศักดิ์,ประชาชน,26551,31.11,85346,,85346,,,177,94.65241,,187
ปทุมธานี,8,3,นายยงยุทธ มั่นบุปผชาติ,เพื่อไทย,10865,12.73,85346,,85346,,,177,94.65241,,187
ปทุมธานี,8,4,นายพนพ เกษามา,ประชาธิปัตย์,1978,2.32,85346,,85346,,,177,94.65241,,187
ปทุมธานี,8,5,นายปิยพล อัครกิติพัฒน์,รวมไทยสร้างชาติ,1276,1.5,85346,,85346,,,177,94.65241,,187
ปทุมธานี,8,6,นายปรีชา ชื่นชนกพิบูล,พลังประชารัฐ,663,0.78,85346,,85346,,,177,94.65241,,187
ปทุมธานี,8,7,นางสาวนารีรัตน์ แสนสวาท,รักชาติ,655,0.77,85346,,85346,,,177,94.65241,,187
ปทุมธานี,8,8,นางสาวณัฏฐ์พิชา ปธาชญ์เทียนทอง,ประชาธิปไตยใหม่,628,0.74,85346,,85346,,,177,94.65241,,187
ประจวบคีรีขันธ์,1,1,นายสังคม แดงโชติ,ภูมิใจไทย,51582,45.95,112249,,112249,,,244,94.94163,,257
ประจวบคีรีขันธ์,1,2,นายธิตินัย ตั้งบูรพาจิตร์,กล้าธรรม,43544,38.79,112249,,112249,,,244,94.94163,,257
ประจวบคีรีขันธ์,1,3,นายมรกต โอ่เอี่ยม,ประชาชน,13063,11.64,112249,,112249,,,244,94.94163,,257
ประจวบคีรีขันธ์,1,4,นายไชยวัฒน์ วงศ์วรรณ,ประชาธิปัตย์,2477,2.21,112249,,112249,,,244,94.94163,,257
ประจวบคีรีขันธ์,1,5,นายอุดร โพธิ์พ่วง,เพื่อไทย,1002,0.89,112249,,112249,,,244,94.94163,,257
ประจวบคีรีขันธ์,1,6,นายสรานนท์ ใยบำรุง,ไทยก้าวใหม่,581,0.52,112249,,112249,,,244,94.94163,,257
ประจวบคีรีขันธ์,2,1,นายจักพันธ์ ปิยพรไพบูลย์,กล้าธรรม,43420,45.02,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,2,นางสาวนักษา กาญจนคีรีรัตน์,ประชาชน,22778,23.62,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,3,นายอำนวย สุดกระแสร์,ภูมิใจไทย,16535,17.14,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,4,นายศิรพันธ์ กมลปราโมทย์,โอกาสใหม่,5335,5.53,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,5,นายเอกธิปป์ ตนประเสริฐ,ประชาธิปัตย์,4627,4.8,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,6,นายกฤษณะ พุกดำ,เพื่อไทย,2240,2.32,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,7,นายจรูญ เจริญศักดิ์,มิติใหม่,617,0.64,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,8,นางสาวมิ่งขวัญ น่วมทอง,ไทยก้าวใหม่,580,0.6,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,2,9,นายสายันต์ รักเมือง,ไทยสร้างไทย,322,0.33,96454,,96454,,,215,94.71366,,227
ประจวบคีรีขันธ์,3,1,นายพงษ์พันธ์ เผ่าประทาน,ภูมิใจไทย,33978,34.53,98409,,98409,,,244,94.94163,,257
ประจวบคีรีขันธ์,3,2,นายประมวล พงศ์ถาวราเดช,กล้าธรรม,25444,25.86,98409,,98409,,,244,94.94163,,257
ประจวบคีรีขันธ์,3,3,นายนิติ ปลั่งศรีสกุล,ประชาธิปัตย์,13335,13.55,98409,,98409,,,244,94.94163,,257
ประจวบคีรีขันธ์,3,4,นายปณิธาน ประจวบเหมาะ,ไทยสร้างไทย,12135,12.33,98409,,98409,,,244,94.94163,,257
ประจวบคีรีขันธ์,3,5,นางสาววรรณอนงค์ หาญพงษ์ธรรม,ประชาชน,11596,11.78,98409,,98409,,,244,94.94163,,257
ประจวบคีรีขันธ์,3,6,พ.ต.อ.เอกราช หุ่นงาม,ไทยก้าวใหม่,1125,1.14,98409,,98409,,,244,94.94163,,257
ประจวบคีรีขันธ์,3,7,นายศุภวิท กำเนิดแสง,เพื่อไทย,796,0.81,98409,,98409,,,244,94.94163,,257
ปราจีนบุรี,1,1,นายอำนาจ วิลาวัลย์,ภูมิใจไทย,42309,51.02,82923,,82923,,,228,94.60581,,241
ปราจีนบุรี,1,2,นายชนกานต์ ศรีเอียด,ประชาชน,28549,34.43,82923,,82923,,,228,94.60581,,241
ปราจีนบุรี,1,3,นายจิตร์จา สังข์สี,เพื่อไทย,6144,7.41,82923,,82923,,,228,94.60581,,241
ปราจีนบุรี,1,4,นายไพทูรย์ นาคหิรัญ,กล้าธรรม,2124,2.56,82923,,82923,,,228,94.60581,,241
ปราจีนบุรี,1,5,นางพรจรัส สงวนศิลป์,ประชาธิปัตย์,1661,2.0,82923,,82923,,,228,94.60581,,241
ปราจีนบุรี,1,6,พันตำรวจเอกสมศักดิ์ นารอด,โอกาสใหม่,1413,1.7,82923,,82923,,,228,94.60581,,241
ปราจีนบุรี,1,7,นางสาวนิภาพร บุญช่วยนางเดี่ยว,ไทยภักดี,723,0.87,82923,,82923,,,228,94.60581,,241
ปราจีนบุรี,2,1,นายชยุต ภุมมะกาญจนะ,ภูมิใจไทย,44037,43.84,108244,,100450,3515,4279,281,94.93243,,296
ปราจีนบุรี,2,2,นางสาวศิริรัตน์ ศิริรักษ์,ประชาชน,33650,33.5,108244,,100450,3515,4279,281,94.93243,,296
ปราจีนบุรี,2,3,นายสมเกียรติ คำดำ,เพื่อไทย,19484,19.4,108244,,100450,3515,4279,281,94.93243,,296
ปราจีนบุรี,2,4,นางสาวพรทิพย์พา ฤทธิ์ประเสริฐ,ประชาธิปัตย์,1441,1.43,108244,,100450,3515,4279,281,94.93243,,296
ปราจีนบุรี,2,5,นายกันพิเชฐษ์ มลิเกตุ,ไทยภักดี,1102,1.1,108244,,100450,3515,4279,281,94.93243,,296
ปราจีนบุรี,2,6,นายสุรศักดิ์ หร่ำเดช,เสรีรวมไทย,736,0.73,108244,,100450,3515,4279,281,94.93243,,296
ปราจีนบุรี,3,1,นายสฤษดิ์ บุตรเนียร,ภูมิใจไทย,45193,53.58,84347,,84347,,,248,94.65649,,262
ปราจีนบุรี,3,2,นายสุนทร คมคาย,ประชาชน,24795,29.4,84347,,84347,,,248,94.65649,,262
ปราจีนบุรี,3,3,นายคงกฤช หงษ์วิไล,เพื่อไทย,10575,12.54,84347,,84347,,,248,94.65649,,262
ปราจีนบุรี,3,4,พันจ่าอากาศ เอนก พรมที,ประชาธิปัตย์,2724,3.23,84347,,84347,,,248,94.65649,,262
ปราจีนบุรี,3,5,นางสาวธนัญภัทร์ ชัญเจริญทรัพย์,ไทยภักดี,1060,1.26,84347,,84347,,,248,94.65649,,262
ปัตตานี,1,1,นายบาฮารุดดีน ยูโซะ,ภูมิใจไทย,24377,35.22,69214,,69214,,,151,94.96855,,159
ปัตตานี,1,2,นางสาวเพชรดาว โต๊ะมีนา,กล้าธรรม,16415,23.72,69214,,69214,,,151,94.96855,,159
ปัตตานี,1,3,ผศ.วรวิทย์ บารู,ประชาชาติ,13994,20.22,69214,,69214,,,151,94.96855,,159
ปัตตานี,1,4,นายไวชิต อุดมวนิช,ประชาชน,10859,15.69,69214,,69214,,,151,94.96855,,159
ปัตตานี,1,5,นายชารีฟุดดีน สารีมิง,ประชาธิปัตย์,2718,3.93,69214,,69214,,,151,94.96855,,159
ปัตตานี,1,6,นายมานต์ เบ็ญนา,รวมไทยสร้างชาติ,471,0.68,69214,,69214,,,151,94.96855,,159
ปัตตานี,1,7,นายสมบูรณ์ สีแก้ว,เพื่อไทย,380,0.55,69214,,69214,,,151,94.96855,,159
ปัตตานี,2,1,นายคอซีย์ มามุ,ภูมิใจไทย,38541,50.76,75926,,75926,,,204,94.88372,,215
ปัตตานี,2,2,นายอับดุลบาซิม อาบู,กล้าธรรม,14082,18.55,75926,,75926,,,204,94.88372,,215
ปัตตานี,2,3,นายอรุณ เบ็ญจลักษณ์,ประชาชาติ,13920,18.33,75926,,75926,,,204,94.88372,,215
ปัตตานี,2,4,นายอับดุลเราะมัน สายาดะ,ประชาชน,7134,9.4,75926,,75926,,,204,94.88372,,215
ปัตตานี,2,5,นายเจะนิ สะนิ,ประชาธิปัตย์,1975,2.6,75926,,75926,,,204,94.88372,,215
ปัตตานี,2,6,นายอับดุลการิม ยูโซะ,เพื่อไทย,274,0.36,75926,,75926,,,204,94.88372,,215
ปัตตานี,3,1,นายบูรฮันธ์ สาเม๊าะ,ภูมิใจไทย,30337,46.1,65804,,65804,,,164,94.79769,,173
ปัตตานี,3,2,นายสมมุติ เบ็ญจลักษณ์,ประชาชาติ,24253,36.86,65804,,65804,,,164,94.79769,,173
ปัตตานี,3,3,นายพิมาน แม้นมินทร์,ประชาชน,6626,10.07,65804,,65804,,,164,94.79769,,173
ปัตตานี,3,4,นายมะรูดิง ยาโงะ,กล้าธรรม,2601,3.95,65804,,65804,,,164,94.79769,,173
ปัตตานี,3,5,นายซาตา อาแวกือจิ,ประชาธิปัตย์,1341,2.04,65804,,65804,,,164,94.79769,,173
ปัตตานี,3,6,นายมูสำหมัดอามิน กอเดร์,เพื่อไทย,646,0.98,65804,,65804,,,164,94.79769,,173
ปัตตานี,4,1,นายยูนัยดี วาบา,กล้าธรรม,30170,37.52,80409,,80409,,,212,94.64286,,224
ปัตตานี,4,2,นายอริญชัย ซูสารอ,ภูมิใจไทย,25931,32.25,80409,,80409,,,212,94.64286,,224
ปัตตานี,4,3,นายอับดุลกอฮาร์ อาแวปูเตะ,ประชาชาติ,16390,20.38,80409,,80409,,,212,94.64286,,224
ปัตตานี,4,4,นายโมฮมัดรอฮมัด มามุ,ประชาชน,5423,6.74,80409,,80409,,,212,94.64286,,224
ปัตตานี,4,5,ว่าที่ร้อยตรี โมฮามัดยาสรี ยูชง,ประชาธิปัตย์,1647,2.05,80409,,80409,,,212,94.64286,,224
ปัตตานี,4,6,นายไซน์ดิง ยูโซะ,พลวัต,501,0.62,80409,,80409,,,212,94.64286,,224
ปัตตานี,4,7,นายอาหมัดบูรฮัน ติพอง,เพื่อไทย,347,0.43,80409,,80409,,,212,94.64286,,224
ปัตตานี,5,1,นายสาเหะมูหามัด อัลอิดรุส,ภูมิใจไทย,34313,46.83,73268,,73268,,,200,94.78673,,211
ปัตตานี,5,2,นายบัณฑิต อับดุลบุตร,ประชาชาติ,24059,32.84,73268,,73268,,,200,94.78673,,211
ปัตตานี,5,3,นายมูฮัมหมัดนาเซร์ สูหลง,ประชาชน,9283,12.67,73268,,73268,,,200,94.78673,,211
ปัตตานี,5,4,นายสนิท นาแว,กล้าธรรม,3250,4.44,73268,,73268,,,200,94.78673,,211
ปัตตานี,5,5,นายมุกตา สาและ,ประชาธิปัตย์,1495,2.04,73268,,73268,,,200,94.78673,,211
ปัตตานี,5,6,นายมะอำรัม อีดงอ,เพื่อไทย,640,0.87,73268,,73268,,,200,94.78673,,211
ปัตตานี,5,7,นายอูกูอัลฮาดีด อาแด,พลังประชารัฐ,228,0.31,73268,,73268,,,200,94.78673,,211
พระนครศรีอยุธยา,1,1,นายทรงพล สุขสมบูรณ์,ภูมิใจไทย,46696,47.87,97550,,97550,,,227,94.97908,,239
พระนครศรีอยุธยา,1,2,นายทวีวงศ์ โตทวิวงศ์,ประชาชน,37335,38.27,97550,,97550,,,227,94.97908,,239
พระนครศรีอยุธยา,1,3,นายอัณณพ อารีย์วงศ์สกุล,เพื่อไทย,5895,6.04,97550,,97550,,,227,94.97908,,239
พระนครศรีอยุธยา,1,4,นายวัชรพงศ์ ระดมสิทธิพัฒน์,ประชาธิปัตย์,3557,3.65,97550,,97550,,,227,94.97908,,239
พระนครศรีอยุธยา,1,5,นายชยพัทธ์ รัตนกสิกร,เศรษฐกิจ,1556,1.6,97550,,97550,,,227,94.97908,,239
พระนครศรีอยุธยา,1,6,พ.ต.ท.ชำนาญ โตวงษ์,รวมไทยสร้างชาติ,1512,1.55,97550,,97550,,,227,94.97908,,239
